#YYYYMMDD,HH:MM:SS,Idx,MB,MB,%,%,%,%
,20220506,23:48:26,0,435,50,1,0,0,0
,20220506,23:48:31,0,1891,50,61,17,0,0
,20220506,23:48:36,0,1891,50,67,19,0,0
,20220506,23:48:41,0,1891,50,58,16,0,0
,20220506,23:48:46,0,1891,50,63,17,0,0
,20220506,23:48:51,0,1891,50,63,18,0,0
,20220506,23:48:56,0,1891,50,68,19,0,0
,20220506,23:49:01,0,1891,50,62,17,0,0
,20220506,23:49:06,0,1891,50,64,9,0,0
,20220506,23:49:11,0,1891,50,61,17,0,0
,20220506,23:49:16,0,1891,50,63,18,0,0
,20220506,23:49:21,0,1891,50,63,18,0,0
,20220506,23:49:26,0,1891,50,62,18,0,0
,20220506,23:49:31,0,1891,50,61,17,0,0
,20220506,23:49:36,0,1891,50,65,18,0,0
,20220506,23:49:41,0,1891,50,58,16,0,0
,20220506,23:49:46,0,1891,50,62,17,0,0
,20220506,23:49:51,0,1891,50,64,17,0,0
,20220506,23:49:56,0,1891,50,59,16,0,0
,20220506,23:50:01,0,1891,50,60,8,0,0
,20220506,23:50:06,0,1891,50,63,18,0,0
,20220506,23:50:11,0,1891,50,69,20,0,0
,20220506,23:50:16,0,1891,50,60,17,0,0
,20220506,23:50:21,0,1891,50,62,17,0,0
,20220506,23:50:26,0,1891,50,56,16,0,0
,20220506,23:50:31,0,1891,50,62,18,0,0
,20220506,23:50:36,0,1891,50,66,18,0,0
,20220506,23:50:41,0,1891,50,52,14,0,0
,20220506,23:50:46,0,1891,50,58,16,0,0
,20220506,23:50:51,0,1891,50,63,18,0,0
,20220506,23:50:56,0,1891,50,69,10,0,0
,20220506,23:51:01,0,1891,50,62,18,0,0
,20220506,23:51:06,0,1891,50,64,18,0,0
,20220506,23:51:12,0,1891,50,54,16,0,0
,20220506,23:51:17,0,1891,50,63,18,0,0
,20220506,23:51:22,0,1891,50,62,17,0,0
,20220506,23:51:27,0,1891,50,53,14,0,0
,20220506,23:51:32,0,1891,50,61,17,0,0
,20220506,23:51:37,0,1891,50,62,17,0,0
,20220506,23:51:42,0,1891,50,63,18,0,0
,20220506,23:51:47,0,1891,50,62,17,0,0
,20220506,23:51:52,0,1891,50,64,9,0,0
,20220506,23:51:57,0,1891,50,53,15,0,0
